recording_id,filename,start,end,duration,speaker,heuristic_caller,caller_label,note
Call recording +251127_114430,Call recording +251127_114430.wav,0.031,0.47,0.439,SPEAKER_01,SPEAKER_01,,
Call recording +251127_114430,Call recording +251127_114430.wav,1.33,1.853,0.523,SPEAKER_00,SPEAKER_01,,
Call recording +251127_114430,Call recording +251127_114430.wav,1.482,13.48,11.998,SPEAKER_01,SPEAKER_01,,
Call recording +251127_114430,Call recording +251127_114430.wav,11.557,12.147,0.591,SPEAKER_02,SPEAKER_01,,
Call recording +251127_114430,Call recording +251127_114430.wav,13.48,13.514,0.034,SPEAKER_02,SPEAKER_01,,
Call recording +251127_114430,Call recording +251127_114430.wav,14.037,14.054,0.017,SPEAKER_01,SPEAKER_01,,
Call recording +251127_114430,Call recording +251127_114430.wav,14.054,14.071,0.017,SPEAKER_00,SPEAKER_01,,
Call recording +251127_114430,Call recording +251127_114430.wav,14.071,14.189,0.118,SPEAKER_01,SPEAKER_01,,
Call recording +251127_114430,Call recording +251127_114430.wav,14.122,14.442,0.321,SPEAKER_02,SPEAKER_01,,
Call recording +251127_114430,Call recording +251127_114430.wav,14.189,14.392,0.203,SPEAKER_00,SPEAKER_01,,
Call recording +251127_114430,Call recording +251127_114430.wav,14.392,15.978,1.586,SPEAKER_01,SPEAKER_01,,
Call recording +251127_114430,Call recording +251127_114430.wav,15.978,16.754,0.776,SPEAKER_02,SPEAKER_01,,
Call recording +251127_114430,Call recording +251127_114430.wav,17.615,17.632,0.017,SPEAKER_02,SPEAKER_01,,
Call recording +251127_114430,Call recording +251127_114430.wav,17.632,19.572,1.941,SPEAKER_00,SPEAKER_01,,
Call recording +251127_114430,Call recording +251127_114430.wav,18.425,19.64,1.215,SPEAKER_02,SPEAKER_01,,
Call recording +251127_114430,Call recording +251127_114430.wav,19.64,19.825,0.186,SPEAKER_00,SPEAKER_01,,
Call recording +251127_114430,Call recording +251127_114430.wav,20.078,22.61,2.531,SPEAKER_00,SPEAKER_01,,
Call recording +251127_114430,Call recording +251127_114430.wav,22.289,27.706,5.417,SPEAKER_02,SPEAKER_01,,
Call recording +251127_114430,Call recording +251127_114430.wav,28.077,35.249,7.172,SPEAKER_02,SPEAKER_01,,
Call recording +251127_114430,Call recording +251127_114430.wav,32.279,32.971,0.692,SPEAKER_01,SPEAKER_01,,
Call recording +251127_114430,Call recording +251127_114430.wav,33.578,33.916,0.338,SPEAKER_01,SPEAKER_01,,
Call recording +251127_114430,Call recording +251127_114430.wav,35.485,37.038,1.553,SPEAKER_02,SPEAKER_01,,
Call recording +251127_114430,Call recording +251127_114430.wav,35.637,36.548,0.911,SPEAKER_01,SPEAKER_01,,
Call recording +251127_114430,Call recording +251127_114430.wav,37.156,37.19,0.034,SPEAKER_02,SPEAKER_01,,
Call recording +251127_114430,Call recording +251127_114430.wav,37.19,37.342,0.152,SPEAKER_01,SPEAKER_01,,
Call recording +251127_114430,Call recording +251127_114430.wav,37.342,37.358,0.017,SPEAKER_02,SPEAKER_01,,
Call recording +251127_114430,Call recording +251127_114430.wav,37.73,39.687,1.957,SPEAKER_01,SPEAKER_01,,
Call recording +251128_074424,Call recording +251128_074424.wav,0.098,0.892,0.793,SPEAKER_02,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,1.33,1.634,0.304,SPEAKER_01,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,1.347,5.279,3.932,SPEAKER_02,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,7.186,10.358,3.172,SPEAKER_01,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,11.81,12.097,0.287,SPEAKER_01,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,12.957,15.05,2.092,SPEAKER_01,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,13.801,14.324,0.523,SPEAKER_02,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,15.168,20.973,5.805,SPEAKER_01,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,22.272,28.87,6.598,SPEAKER_02,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,28.803,34.557,5.754,SPEAKER_01,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,29.073,29.647,0.574,SPEAKER_02,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,29.933,30.17,0.236,SPEAKER_02,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,35.806,43.18,7.374,SPEAKER_01,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,37.038,37.19,0.152,SPEAKER_02,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,43.18,43.197,0.017,SPEAKER_02,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,44.243,47.416,3.172,SPEAKER_02,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,46.842,47.028,0.186,SPEAKER_01,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,47.028,47.838,0.81,SPEAKER_00,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,47.838,47.872,0.034,SPEAKER_01,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,48.158,48.175,0.017,SPEAKER_01,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,48.175,49.357,1.181,SPEAKER_00,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,49.947,50.453,0.506,SPEAKER_00,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,50.572,51.584,1.012,SPEAKER_00,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,52.934,54.824,1.89,SPEAKER_02,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,54.925,56.36,1.434,SPEAKER_00,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,56.36,56.647,0.287,SPEAKER_02,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,56.68,56.917,0.236,SPEAKER_02,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,58.182,60.173,1.991,SPEAKER_02,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,59.043,59.752,0.709,SPEAKER_00,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,60.173,60.292,0.118,SPEAKER_00,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,60.359,60.46,0.101,SPEAKER_02,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,60.46,60.562,0.101,SPEAKER_00,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,60.562,61.777,1.215,SPEAKER_02,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,60.747,61.574,0.827,SPEAKER_00,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,61.777,63.143,1.367,SPEAKER_00,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,63.143,64.797,1.654,SPEAKER_02,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,63.211,64.679,1.468,SPEAKER_00,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,64.679,64.713,0.034,SPEAKER_01,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,64.797,65.978,1.181,SPEAKER_00,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,65.978,66.738,0.759,SPEAKER_02,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,66.907,67.936,1.029,SPEAKER_01,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,69.539,70.737,1.198,SPEAKER_02,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,70.855,72.813,1.957,SPEAKER_01,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,74.838,77.656,2.818,SPEAKER_02,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,76.39,77.032,0.641,SPEAKER_01,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,77.032,77.605,0.574,SPEAKER_00,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,77.656,77.825,0.169,SPEAKER_00,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,78.027,78.5,0.472,SPEAKER_00,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,79.141,81.74,2.599,SPEAKER_02,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,81.301,83.09,1.789,SPEAKER_00,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,83.326,85.773,2.447,SPEAKER_02,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,84.507,86.077,1.569,SPEAKER_00,SPEAKER_02,,
Call recording +251128_074424,Call recording +251128_074424.wav,87.14,89.62,2.481,SPEAKER_02,SPEAKER_02,,
Call recording 0_251128_090910,Call recording 0_251128_090910.wav,0.503,0.892,0.388,SPEAKER_00,SPEAKER_00,,
Call recording 0_251128_090910,Call recording 0_251128_090910.wav,0.892,1.246,0.354,SPEAKER_01,SPEAKER_00,,
Call recording 0_251128_090910,Call recording 0_251128_090910.wav,1.246,1.516,0.27,SPEAKER_00,SPEAKER_00,,
Call recording 0_251128_090910,Call recording 0_251128_090910.wav,1.516,2.225,0.709,SPEAKER_01,SPEAKER_00,,
Call recording 0_251128_090910,Call recording 0_251128_090910.wav,2.663,6.578,3.915,SPEAKER_01,SPEAKER_00,,
Call recording 0_251128_090910,Call recording 0_251128_090910.wav,6.578,7.253,0.675,SPEAKER_00,SPEAKER_00,,
Call recording 0_251128_090910,Call recording 0_251128_090910.wav,6.747,18.796,12.049,SPEAKER_01,SPEAKER_00,,
Call recording 0_251128_090910,Call recording 0_251128_090910.wav,18.796,27.52,8.724,SPEAKER_00,SPEAKER_00,,
Call recording 0_251128_090910,Call recording 0_251128_090910.wav,27.79,30.271,2.481,SPEAKER_00,SPEAKER_00,,
Call recording 0_251128_090910,Call recording 0_251128_090910.wav,30.473,35.654,5.181,SPEAKER_00,SPEAKER_00,,
Call recording 0_251128_090910,Call recording 0_251128_090910.wav,30.608,31.216,0.608,SPEAKER_01,SPEAKER_00,,
Call recording 0_251128_090910,Call recording 0_251128_090910.wav,35.941,43.737,7.796,SPEAKER_00,SPEAKER_00,,
Call recording 0_251128_090910,Call recording 0_251128_090910.wav,43.923,44.935,1.012,SPEAKER_00,SPEAKER_00,,
Call recording 0_251128_090910,Call recording 0_251128_090910.wav,44.446,45.34,0.894,SPEAKER_01,SPEAKER_00,,
Call recording 0_251128_090910,Call recording 0_251128_090910.wav,45.307,48.715,3.409,SPEAKER_00,SPEAKER_00,,
Call recording 0_251128_090910,Call recording 0_251128_090910.wav,47.804,48.074,0.27,SPEAKER_01,SPEAKER_00,,
Call recording 0_251128_090910,Call recording 0_251128_090910.wav,49.087,50.723,1.637,SPEAKER_00,SPEAKER_00,,
Call recording 0_251128_090910,Call recording 0_251128_090910.wav,49.137,49.627,0.489,SPEAKER_01,SPEAKER_00,,
Call recording 0_251128_090910,Call recording 0_251128_090910.wav,50.723,55.82,5.096,SPEAKER_01,SPEAKER_00,,
Call recording 0_251128_090910,Call recording 0_251128_090910.wav,51.01,51.196,0.186,SPEAKER_00,SPEAKER_00,,
Call recording 0_251128_090910,Call recording 0_251128_090910.wav,54.554,57.895,3.341,SPEAKER_00,SPEAKER_00,,
Call recording 0_251128_090910,Call recording 0_251128_090910.wav,58.503,59.684,1.181,SPEAKER_00,SPEAKER_00,,
Call recording 0_251128_090910,Call recording 0_251128_090910.wav,59.262,62.283,3.021,SPEAKER_01,SPEAKER_00,,
Call recording 0_251128_090910,Call recording 0_251128_090910.wav,60.41,64.645,4.236,SPEAKER_00,SPEAKER_00,,
Call recording 0_251128_090910,Call recording 0_251128_090910.wav,65.32,66.67,1.35,SPEAKER_00,SPEAKER_00,,
Call recording 0_251129_090737,Call recording 0_251129_090737.wav,2.022,2.275,0.253,SPEAKER_01,SPEAKER_01,,
Call recording 0_251129_090737,Call recording 0_251129_090737.wav,2.275,2.309,0.034,SPEAKER_00,SPEAKER_01,,
Call recording 0_251129_090737,Call recording 0_251129_090737.wav,2.393,2.883,0.489,SPEAKER_00,SPEAKER_01,,
Call recording 0_251129_090737,Call recording 0_251129_090737.wav,2.883,16.096,13.213,SPEAKER_01,SPEAKER_01,,
Call recording 0_251129_090737,Call recording 0_251129_090737.wav,5.363,5.937,0.574,SPEAKER_00,SPEAKER_01,,
Call recording 0_251129_090737,Call recording 0_251129_090737.wav,14.645,15.269,0.624,SPEAKER_00,SPEAKER_01,,
Call recording 0_251129_090737,Call recording 0_251129_090737.wav,16.18,17.159,0.979,SPEAKER_01,SPEAKER_01,,
Call recording 0_251129_090737,Call recording 0_251129_090737.wav,16.636,17.058,0.422,SPEAKER_00,SPEAKER_01,,
Call recording 0_251129_090737,Call recording 0_251129_090737.wav,17.362,23.622,6.261,SPEAKER_01,SPEAKER_01,,
Call recording 0_251129_090737,Call recording 0_251129_090737.wav,17.412,17.834,0.422,SPEAKER_00,SPEAKER_01,,
Call recording 0_251129_090737,Call recording 0_251129_090737.wav,23.707,27.723,4.016,SPEAKER_01,SPEAKER_01,,
Call recording 0_251129_090737,Call recording 0_251129_090737.wav,23.757,24.365,0.608,SPEAKER_00,SPEAKER_01,,
Call recording 0_251129_090737,Call recording 0_251129_090737.wav,27.723,28.01,0.287,SPEAKER_00,SPEAKER_01,,
Call recording 0_251129_090737,Call recording 0_251129_090737.wav,28.01,29.748,1.738,SPEAKER_01,SPEAKER_01,,
Call recording 0_251129_090737,Call recording 0_251129_090737.wav,28.432,32.178,3.746,SPEAKER_00,SPEAKER_01,,
Call recording 0_251129_090737,Call recording 0_251129_090737.wav,32.363,38.337,5.974,SPEAKER_01,SPEAKER_01,,
Call recording 0_251129_090737,Call recording 0_251129_090737.wav,36.093,36.7,0.608,SPEAKER_00,SPEAKER_01,,
Call recording 0_251129_090737,Call recording 0_251129_090737.wav,38.54,39.569,1.029,SPEAKER_00,SPEAKER_01,,
Call recording 0_251129_090737,Call recording 0_251129_090737.wav,39.232,41.442,2.211,SPEAKER_01,SPEAKER_01,,
Call recording 0_251129_090737,Call recording 0_251129_090737.wav,42.775,43.214,0.439,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,0.031,0.655,0.624,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,0.267,0.537,0.27,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,0.858,3.44,2.582,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,1.381,2.714,1.333,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,3.625,7.49,3.864,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,5.903,6.325,0.422,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,7.608,9.025,1.418,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,9.295,11.422,2.126,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,9.785,10.578,0.793,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,11.776,12.063,0.287,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,12.704,15.556,2.852,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,16.417,17.328,0.911,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,17.868,18.948,1.08,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,19.488,20.028,0.54,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,22.154,23.015,0.861,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,23.538,24.955,1.418,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,25.36,26.052,0.692,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,28.87,31.418,2.548,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,31.081,33.815,2.734,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,33.899,39.603,5.704,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,38.202,38.624,0.422,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,39.805,42.573,2.768,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,42.86,48.952,6.092,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,49.053,49.542,0.489,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,49.542,55.094,5.552,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,55.33,60.055,4.725,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,59.515,62.62,3.105,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,63.025,65.017,1.991,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,65.27,71.125,5.856,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,71.497,75.631,4.134,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,77.302,79.951,2.649,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,81.014,81.402,0.388,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,81.723,83.157,1.434,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,83.731,85.621,1.89,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,85.942,88.287,2.346,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,85.975,86.228,0.253,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,89.013,89.941,0.928,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,90.262,90.937,0.675,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,90.397,91.207,0.81,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,91.797,94.447,2.649,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,94.447,94.953,0.506,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,95.577,96.168,0.591,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,97.045,99.205,2.16,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,99.256,99.577,0.321,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,99.745,100.96,1.215,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,101.129,101.365,0.236,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,101.804,102.732,0.928,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,103.205,103.778,0.574,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,104.369,105.263,0.894,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,105.567,106.242,0.675,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,107.035,107.812,0.776,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,107.947,110.41,2.464,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,110.613,111.305,0.692,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,111.507,111.727,0.219,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,111.777,112.351,0.574,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,112.874,113.414,0.54,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,113.414,113.431,0.017,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,113.887,116.671,2.784,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,113.903,114.545,0.641,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,114.832,115.152,0.321,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,116.806,116.975,0.169,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,116.975,117.228,0.253,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,117.228,117.262,0.034,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,117.262,120.502,3.24,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,121.075,121.615,0.54,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,121.21,122.577,1.367,SPEAKER_00,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,122.577,122.594,0.017,SPEAKER_01,SPEAKER_01,,
Call recording 2215053,Call recording 2215053.wav,123.758,124.248,0.489,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,0.031,0.284,0.253,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,1.077,1.702,0.624,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,2.14,2.596,0.456,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,3.271,3.912,0.641,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,4.047,5.33,1.282,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,6.916,9.498,2.582,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,10.055,10.78,0.726,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,11.287,13.143,1.856,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,13.632,14.341,0.709,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,15.269,16.282,1.012,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,16.619,19.268,2.649,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,19.302,19.606,0.304,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,20.112,21.327,1.215,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,21.901,24.263,2.363,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,24.466,24.871,0.405,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,25.664,28.685,3.021,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,28.786,29.208,0.422,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,30.001,35.587,5.586,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,34.979,36.346,1.367,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,36.397,37.73,1.333,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,37.73,38.641,0.911,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,38.641,39.063,0.422,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,39.772,41.611,1.839,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,40.21,40.48,0.27,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,41.729,43.298,1.569,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,43.484,44.632,1.148,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,44.8,46.319,1.519,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,46.42,48.209,1.789,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,48.682,50.183,1.502,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,50.487,52.597,2.109,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,52.31,53.525,1.215,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,53.525,54.773,1.249,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,55.634,56.461,0.827,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,56.545,58.334,1.789,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,58.942,59.971,1.029,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,60.325,61.304,0.979,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,61.709,63.532,1.823,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,63.751,64.055,0.304,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,65.084,72.813,7.729,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,73.15,74.72,1.569,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,75.125,81.115,5.991,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,79.58,80.103,0.523,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,81.402,81.706,0.304,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,82.162,89.249,7.087,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,89.722,94.193,4.472,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,94.919,95.628,0.709,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,95.78,96.286,0.506,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,96.961,97.889,0.928,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,103.323,104.487,1.164,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,104.74,105.55,0.81,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,105.972,106.9,0.928,SPEAKER_00,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,107.035,108.2,1.164,SPEAKER_01,SPEAKER_01,,
Call recording 251127_191819,Call recording 251127_191819.wav,109.246,109.6,0.354,SPEAKER_00,SPEAKER_01,,
