recording_id,filename,start,end,duration,speaker,heuristic_caller,caller_label,note
Call recording _251128_080730,Call recording _251128_080730.wav,5.6,6.089,0.489,SPEAKER_00,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,6.241,6.562,0.321,SPEAKER_01,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,7.085,8.941,1.856,SPEAKER_00,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,8.975,9.295,0.321,SPEAKER_01,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,10.055,12.603,2.548,SPEAKER_00,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,12.67,16.147,3.476,SPEAKER_00,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,12.687,13.312,0.624,SPEAKER_01,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,16.248,16.636,0.388,SPEAKER_01,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,17.007,18.998,1.991,SPEAKER_00,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,19.083,19.454,0.371,SPEAKER_01,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,19.927,23.15,3.223,SPEAKER_00,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,23.015,29.073,6.058,SPEAKER_01,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,28.972,29.056,0.084,SPEAKER_00,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,29.073,29.343,0.27,SPEAKER_00,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,29.343,33.072,3.729,SPEAKER_01,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,29.36,29.933,0.574,SPEAKER_00,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,33.275,42.05,8.775,SPEAKER_01,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,33.325,33.967,0.641,SPEAKER_00,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,42.404,48.226,5.822,SPEAKER_01,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,42.505,42.826,0.321,SPEAKER_00,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,48.547,61.979,13.433,SPEAKER_01,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,48.935,49.306,0.371,SPEAKER_00,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,59.937,60.19,0.253,SPEAKER_00,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,62.452,64.409,1.957,SPEAKER_01,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,62.89,62.958,0.067,SPEAKER_00,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,65.759,66.35,0.591,SPEAKER_01,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,68.999,70.754,1.755,SPEAKER_01,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,71.277,72.155,0.877,SPEAKER_00,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,72.678,73.707,1.029,SPEAKER_01,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,74.095,75.142,1.046,SPEAKER_01,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,77.504,79.225,1.721,SPEAKER_00,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,79.006,80.677,1.671,SPEAKER_01,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,81.638,84.355,2.717,SPEAKER_00,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,83.191,83.613,0.422,SPEAKER_01,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,84.22,85.385,1.164,SPEAKER_01,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,86.093,87.325,1.232,SPEAKER_00,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,87.325,88.49,1.164,SPEAKER_01,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,89.198,90.751,1.552,SPEAKER_00,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,90.768,90.785,0.017,SPEAKER_00,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,90.785,92.017,1.232,SPEAKER_01,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,92.303,92.759,0.456,SPEAKER_00,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,93.063,93.637,0.574,SPEAKER_01,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,93.637,94.025,0.388,SPEAKER_00,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,94.025,94.075,0.051,SPEAKER_01,SPEAKER_01,,
Call recording _251128_080730,Call recording _251128_080730.wav,94.193,95.257,1.063,SPEAKER_00,SPEAKER_01,,
Call recording _251128_092239,Call recording _251128_092239.wav,0.031,1.178,1.147,SPEAKER_02,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,1.263,1.617,0.354,SPEAKER_00,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,1.955,4.739,2.784,SPEAKER_02,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,4.84,5.11,0.27,SPEAKER_00,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,5.583,7.726,2.143,SPEAKER_02,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,7.81,8.148,0.337,SPEAKER_00,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,8.418,11.506,3.088,SPEAKER_02,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,11.658,12.012,0.354,SPEAKER_00,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,12.181,13.514,1.333,SPEAKER_02,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,13.683,15.1,1.418,SPEAKER_02,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,13.7,14.071,0.371,SPEAKER_00,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,15.303,18.188,2.886,SPEAKER_00,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,18.138,19.201,1.063,SPEAKER_02,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,18.863,22.357,3.493,SPEAKER_00,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,21.445,21.479,0.034,SPEAKER_02,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,21.479,22.002,0.523,SPEAKER_01,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,22.306,23.69,1.384,SPEAKER_01,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,22.88,24.449,1.569,SPEAKER_00,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,24.803,24.955,0.152,SPEAKER_01,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,25.09,27.959,2.869,SPEAKER_01,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,31.199,31.57,0.371,SPEAKER_01,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,31.79,33.106,1.316,SPEAKER_01,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,34.118,34.152,0.034,SPEAKER_01,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,34.743,34.76,0.017,SPEAKER_01,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,34.76,36.953,2.194,SPEAKER_03,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,37.055,38.894,1.839,SPEAKER_00,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,39.265,39.738,0.473,SPEAKER_00,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,39.316,41.206,1.89,SPEAKER_03,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,41.358,43.096,1.738,SPEAKER_00,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,43.619,45.526,1.907,SPEAKER_03,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,45.526,45.543,0.017,SPEAKER_00,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,45.661,48.243,2.582,SPEAKER_03,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,48.513,50.133,1.62,SPEAKER_03,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,50.774,54.419,3.645,SPEAKER_03,SPEAKER_00,,
Call recording _251128_092239,Call recording _251128_092239.wav,54.419,54.672,0.253,SPEAKER_00,SPEAKER_00,,
Call recording _251128_104418,Call recording _251128_104418.wav,0.166,0.233,0.068,SPEAKER_01,SPEAKER_00,,
Call recording _251128_104418,Call recording _251128_104418.wav,0.807,3.642,2.835,SPEAKER_01,SPEAKER_00,,
Call recording _251128_104418,Call recording _251128_104418.wav,3.811,4.216,0.405,SPEAKER_00,SPEAKER_00,,
Call recording _251128_104418,Call recording _251128_104418.wav,4.537,4.655,0.118,SPEAKER_00,SPEAKER_00,,
Call recording _251128_104418,Call recording _251128_104418.wav,4.655,7.152,2.498,SPEAKER_01,SPEAKER_00,,
Call recording _251128_104418,Call recording _251128_104418.wav,8.401,8.587,0.186,SPEAKER_00,SPEAKER_00,,
Call recording _251128_104418,Call recording _251128_104418.wav,8.587,8.671,0.084,SPEAKER_01,SPEAKER_00,,
Call recording _251128_104418,Call recording _251128_104418.wav,8.671,8.688,0.017,SPEAKER_00,SPEAKER_00,,
Call recording _251128_104418,Call recording _251128_104418.wav,9.143,11.303,2.16,SPEAKER_01,SPEAKER_00,,
Call recording _251128_104418,Call recording _251128_104418.wav,11.692,19.454,7.762,SPEAKER_00,SPEAKER_00,,
Call recording _251128_104418,Call recording _251128_104418.wav,19.724,19.741,0.017,SPEAKER_01,SPEAKER_00,,
Call recording _251128_104418,Call recording _251128_104418.wav,19.741,25.327,5.586,SPEAKER_00,SPEAKER_00,,
Call recording _251128_104418,Call recording _251128_104418.wav,25.563,29.562,3.999,SPEAKER_00,SPEAKER_00,,
Call recording _251128_104418,Call recording _251128_104418.wav,29.765,30.355,0.591,SPEAKER_01,SPEAKER_00,,
Call recording _251128_104418,Call recording _251128_104418.wav,29.849,39.569,9.72,SPEAKER_00,SPEAKER_00,,
Call recording _251128_104418,Call recording _251128_104418.wav,39.67,41.51,1.839,SPEAKER_01,SPEAKER_00,,
Call recording _251128_154736,Call recording _251128_154736.wav,2.225,2.596,0.371,SPEAKER_00,SPEAKER_00,,
Call recording _251128_154736,Call recording _251128_154736.wav,4.03,6.19,2.16,SPEAKER_01,SPEAKER_00,,
Call recording _251128_154736,Call recording _251128_154736.wav,4.148,4.368,0.219,SPEAKER_00,SPEAKER_00,,
Call recording _251128_154736,Call recording _251128_154736.wav,6.578,10.055,3.476,SPEAKER_01,SPEAKER_00,,
Call recording _251128_154736,Call recording _251128_154736.wav,10.645,13.565,2.919,SPEAKER_01,SPEAKER_00,,
Call recording _251128_154736,Call recording _251128_154736.wav,12.451,16.298,3.848,SPEAKER_00,SPEAKER_00,,
Call recording _251128_154736,Call recording _251128_154736.wav,16.72,16.855,0.135,SPEAKER_01,SPEAKER_00,,
Call recording _251128_154736,Call recording _251128_154736.wav,16.99,19.268,2.278,SPEAKER_01,SPEAKER_00,,
Call recording _251128_154736,Call recording _251128_154736.wav,19.1,19.977,0.878,SPEAKER_00,SPEAKER_00,,
Call recording _251128_154736,Call recording _251128_154736.wav,19.977,20.028,0.051,SPEAKER_01,SPEAKER_00,,
Call recording _251128_154736,Call recording _251128_154736.wav,20.028,20.213,0.186,SPEAKER_00,SPEAKER_00,,
Call recording _251128_154736,Call recording _251128_154736.wav,20.213,20.315,0.101,SPEAKER_01,SPEAKER_00,,
Call recording _251128_154736,Call recording _251128_154736.wav,20.315,23.977,3.662,SPEAKER_00,SPEAKER_00,,
Call recording _251128_154736,Call recording _251128_154736.wav,24.314,29.562,5.248,SPEAKER_00,SPEAKER_00,,
Call recording _251128_154736,Call recording _251128_154736.wav,24.382,24.82,0.439,SPEAKER_01,SPEAKER_00,,
Call recording _251128_154736,Call recording _251128_154736.wav,30.119,31.317,1.198,SPEAKER_01,SPEAKER_00,,
Call recording _251128_154736,Call recording _251128_154736.wav,30.862,31.165,0.304,SPEAKER_00,SPEAKER_00,,
Call recording _251128_154736,Call recording _251128_154736.wav,31.486,43.383,11.897,SPEAKER_00,SPEAKER_00,,
Call recording _251128_154736,Call recording _251128_154736.wav,37.004,37.544,0.54,SPEAKER_01,SPEAKER_00,,
Call recording _251128_154736,Call recording _251128_154736.wav,43.602,46.96,3.358,SPEAKER_00,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,0.402,6.157,5.754,SPEAKER_00,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,5.836,6.038,0.202,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,6.595,53.761,47.166,SPEAKER_00,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,12.704,13.075,0.371,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,29.326,29.663,0.337,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,53.035,54.014,0.979,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,54.588,57.693,3.105,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,54.773,55.178,0.405,SPEAKER_00,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,58.807,59.093,0.287,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,59.313,62.283,2.97,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,62.502,64.308,1.806,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,64.544,72.863,8.319,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,64.882,65.287,0.405,SPEAKER_00,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,69.64,70.366,0.726,SPEAKER_00,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,73.471,74.77,1.299,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,75.023,75.968,0.945,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,75.968,76.019,0.051,SPEAKER_00,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,76.475,77.588,1.114,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,76.795,76.846,0.051,SPEAKER_00,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,77.588,77.74,0.152,SPEAKER_00,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,78.398,82.263,3.864,SPEAKER_00,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,82.263,82.735,0.472,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,82.735,83.461,0.726,SPEAKER_00,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,83.731,88.574,4.843,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,86.397,86.836,0.439,SPEAKER_00,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,88.574,88.642,0.067,SPEAKER_00,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,88.642,88.726,0.084,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,88.726,89.671,0.945,SPEAKER_00,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,88.878,88.962,0.084,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,89.671,89.806,0.135,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,89.806,92.86,3.054,SPEAKER_00,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,89.857,90.346,0.489,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,92.945,95.189,2.244,SPEAKER_00,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,95.83,106.782,10.952,SPEAKER_00,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,98.429,98.783,0.354,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,101.973,102.395,0.422,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,104.015,104.42,0.405,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,105.517,109.178,3.662,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,109.465,113.279,3.814,SPEAKER_00,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,112.655,119.354,6.699,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,119.641,119.675,0.034,SPEAKER_00,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,119.675,121.75,2.076,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,119.692,120.029,0.337,SPEAKER_00,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,121.97,128.095,6.126,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,122.138,122.358,0.219,SPEAKER_00,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,128.433,135.773,7.341,SPEAKER_00,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,129.007,130.07,1.063,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,130.255,134.963,4.708,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,135.976,136.702,0.726,SPEAKER_00,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,136.769,137.444,0.675,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,138.254,139.317,1.063,SPEAKER_00,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,139.587,140.195,0.608,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,139.672,141.41,1.738,SPEAKER_00,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,141.173,145.291,4.118,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,145.426,151.332,5.906,SPEAKER_00,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,147.535,148.615,1.08,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,150.758,150.877,0.118,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,151.332,151.636,0.304,SPEAKER_01,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,151.636,152.834,1.198,SPEAKER_00,SPEAKER_00,,
Call recording _251128_174609,Call recording _251128_174609.wav,153.155,154.538,1.384,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,0.031,0.908,0.878,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,1.516,2.545,1.029,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,2.9,3.237,0.337,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,3.49,5.583,2.093,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,6.005,6.41,0.405,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,7.169,7.912,0.742,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,8.198,8.789,0.591,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,9.363,15.303,5.94,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,15.303,16.13,0.827,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,16.13,16.349,0.219,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,16.349,16.366,0.017,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,17.193,19.252,2.059,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,19.792,20.416,0.624,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,20.213,20.585,0.371,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,21.749,23.251,1.502,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,24.449,24.905,0.456,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,25.445,27.031,1.586,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,25.478,26.052,0.574,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,27.993,28.718,0.726,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,29.073,31.857,2.784,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,31.857,32.347,0.489,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,33.089,37.645,4.556,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,34.102,34.287,0.186,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,38.033,39.35,1.316,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,39.434,40.582,1.148,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,41.645,45.61,3.966,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,45.796,46.218,0.422,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,47.163,49.593,2.43,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,50.268,51.314,1.046,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,52.428,53.592,1.164,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,54.503,56.275,1.772,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,56.9,58.047,1.148,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,58.182,60.005,1.822,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,60.157,60.865,0.709,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,60.173,63.498,3.324,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,64.578,65.86,1.282,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,67.666,71.513,3.847,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,71.716,72.914,1.198,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,74.433,76.053,1.62,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,76.677,77.082,0.405,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,78.348,79.107,0.759,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,79.411,80.643,1.232,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,80.018,81.622,1.603,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,84.153,84.592,0.439,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,85.351,86.701,1.35,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,85.688,88.017,2.329,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,89.03,93.417,4.388,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,93.468,93.923,0.456,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,94.379,96.556,2.177,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,96.657,97.113,0.456,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,97.282,99.847,2.565,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,102.901,103.306,0.405,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,102.952,107.018,4.067,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,107.187,107.592,0.405,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,108.284,111.119,2.835,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,111.727,116.89,5.164,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,117.481,119.81,2.329,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,117.532,117.903,0.371,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,120.907,121.447,0.54,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,121.531,125.952,4.421,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,126.155,126.644,0.489,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,127.724,129.563,1.839,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,130.019,132.972,2.953,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,133.613,134.845,1.232,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,135.52,140.735,5.214,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,141.14,144.008,2.869,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,142.979,146.658,3.679,SPEAKER_01,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,148.025,148.7,0.675,SPEAKER_00,SPEAKER_00,,
Call recording _251128_215453,Call recording _251128_215453.wav,148.447,149.307,0.861,SPEAKER_01,SPEAKER_00,,
